name,company,director,genre,id
Bad Influence,Epic Productions,Curtis Hanson,Drama,EiNXnXxfbcPz9PPaOmge
Masquerade,Metro-Goldwyn-Mayer (MGM),Bob Swaim,Drama,EpywbKWZe0UdIo6MTiUq
Off Beat,Silver Screen Partners II,Michael Dinner,Comedy,F0E3K8Hb0f6MBrspBdgt
Moon Over Parador,Universal Pictures,Paul Mazursky,Comedy,FC21ERw5AshnZwOdB4BK
Fletch Lives,Universal Pictures,Michael Ritchie,Comedy,FDJJwdZf6z2ZG4JfLPGV
The Little Mermaid,Walt Disney Pictures,Ron Clements,Animation,FEkgKTLEY1DR0KAzc3HK
Steel Dawn,Independent Film Centre,Lance Hool,Action,FGvR5HnMwq560p7h0t9j
Switching Channels,TriStar Pictures,Ted Kotcheff,Comedy,FHD4xRYgqNuLwV5YBXom
Teen Wolf Too,Atlantic Entertainment Group,Christopher Leitch,Comedy,FKtDgeeOXlL7878rOzNy
Farewell to the King,Cine Location Services,John Milius,Action,FVXYhstIFYVF5xFkhrkJ
The Witches,Lorimar Film Entertainment,Nicolas Roeg,Adventure,FWVi1NmEN39tr6hzjMsh
My Blue Heaven,Hawn / Sylbert Movie Company,Herbert Ross,Comedy,FZhY3jMvy5NAlOtrXZov
Class of 1999,Lightning Pictures,Mark L. Lester,Action,Fcw56Go7mX6PtWHH0pGm
Matador,Compañía Iberoamericana de TV,Pedro Almodóvar,Drama,FdkNKq9UKC9jUIPf4cnj
We're No Angels,Paramount Pictures,Neil Jordan,Comedy,FgGCUvwOu6mK1sbmXEC1
Hiding Out,De Laurentiis Entertainment Group (DEG),Bob Giraldi,Comedy,FkMpq5N7M10cnU6zH8ZA
High Hopes,British Screen Productions,Mike Leigh,Comedy,Fo0p6fsWFR4D8Q2OD72z
Awakenings,Columbia Pictures Corporation,Penny Marshall,Biography,FoiaToe7Kb2G41mBYAXc
Al borde del terror,Concorde Pictures,Jon Hess,Action,FrMDy30wYPLKt3ZlXEx8
Little Shop of Horrors,"Geffen Company, The",Frank Oz,Comedy,FuBAReMgxtj9IRB5jFfH
Troll,Empire Pictures,John Carl Buechler,Comedy,FuJ4J8NIRnsbfAz7FDEF
Eat the Rich,Channel Four Films,Peter Richardson,Action,FvL3y0tAqyX0u5L6rb05
Best of the Best,"Movie Group, The",Robert Radler,Action,G2nwDjCS8K4dkcsxzSOa
Escorpion rojo,Abramoff Production,Joseph Zito,Action,G4s5sQe0ENnlScCREUBO
Avenging Force,"Cannon Group, The",Sam Firstenberg,Action,GCWAUz0WiikjwjyyY0sC
Care Bears Movie II: A New Generation,Nelvana,Dale Schott,Animation,GDjI3pnQCHhInGCKW9RB
Túnel al infierno,New Century Entertainment Corporation,Tibor Takács,Fantasy,GMHTlBjhmVyuDZkWThbf
Satisfaction,National Broadcasting Company (NBC),Joan Freeman,Comedy,GNoRvXfGIATi50EyG32g
Russkies,New Century Entertainment Corporation,Rick Rosenthal,Drama,GOfoRF9whe5pP6CAIRum
Night Game,Epic Productions,Peter Masterson,Thriller,GQylaAWJw3Rw2WpBcsqM
Hot to Trot,Warner Bros.,Michael Dinner,Comedy,GQziKUU8FriYAlXERaUa
Cross My Heart,Northern,Armyan Bernstein,Comedy,GXX3CW9qIJ7qxoF3geUt
The Trouble with Spies,Brigade Productions,Burt Kennedy,Action,GYTQ5I7din1ywScqFbi7
Otello,Cannon City Produktie Maatschappij B.V.,Franco Zeffirelli,Drama,GZ05oaSq8fAibyJvZKDm
Matewan,Cinecom Entertainment Group,John Sayles,Drama,GbMLqBDo7LCZNv8hcKPh
Midnight Run,Universal Pictures,Martin Brest,Action,GcGVUAOPxXMmIJzt87eP
No Mercy,TriStar Pictures,Richard Pearce,Crime,Gd6UUXEvn0qjvzI6GgSU
Scenes from the Class Struggle in Beverly Hills,North Street Films,Paul Bartel,Comedy,GjlniCa6SRskL0vQouYQ
The Krays,Fugitive TV Productions,Peter Medak,Biography,GqMN0sxvHjdD7Bj3vxpu
Another 48 Hrs.,Paramount Pictures,Walter Hill,Action,H4nIzFMj5rb26GTpRxHD
Rosencrantz & Guildenstern Are Dead,Brandenberg,Tom Stoppard,Comedy,HEOmmeDNVriJBJG8BUrS
Messenger of Death,"Cannon Group, The",J. Lee Thompson,Action,HG1koAPuZFMJRSwROxMy
Tap,Beco Films,Nick Castle,Comedy,HOXghEnA1hOJk41Vl4QX
Stepfather II,Incorporated Television Company (ITC),Jeff Burr,Horror,HaaWhLwENjxny5h5vlXU
A Fine Mess,Blake Edwards,Blake Edwards,Action,HgpWJMmN3FG597vOpL1R
The Fringe Dwellers,Fringe Dwellers Productions,Bruce Beresford,Drama,Hp5Dr7pB8fseVcXK9j1u
K-9,Gordon Company,Rod Daniel,Action,HphmcSykGkUCGcmp7KLD
I Love You to Death,Chestnut Hill Productions,Lawrence Kasdan,Comedy,Hrj2x87R4QPt3woT8uJG
Days of Thunder,Don Simpson/Jerry Bruckheimer Films,Tony Scott,Action,HtoeNwqR0ArdOhwe6sRx
Raising Arizona,Circle Films,Joel Coen,Comedy,I06Nl00jSZYy7BqCrtlD
Dangerous Liaisons,Lorimar Film Entertainment,Stephen Frears,Drama,I4j3OSaYONOv6IQg2eSp
Clara's Heart,MTM Enterprises,Robert Mulligan,Drama,I5IIz3oQ1L5OGVagwXdR
"Welcome Home, Roxy Carmichael",Incorporated Television Company (ITC),Jim Abrahams,Comedy,IAFJIYTLdsL1dgvVOFv7
Gross Anatomy,Hill/Rosenman,Thom Eberhardt,Drama,IB7Bw3BGHREObC598slb
The Mosquito Coast,The Saul Zaentz Company,Peter Weir,Adventure,IBZ1TqjG7vXMZuYBMz1S
North Shore,Finnegan/Pinchuk Productions,William Phelps,Action,IG0drrryC4bOCFHcfRgp
Death Before Dishonor,Balcor Film Investors,Terry Leonard,Action,IH4lLLPv0ZX8q4VIy82n
Goodfellas,Warner Bros.,Martin Scorsese,Crime,IL4Y2hV48dQAL104Idx0
Walker,In-Cine Compañía Industrial Cinematográfica,Alex Cox,Biography,IRxf7vZc0ETaKtK2O1U6
Fatal Attraction,Paramount Pictures,Adrian Lyne,Drama,ITwHnBGgxhapaIuzQPI1
A Dry White Season,Davros Films,Euzhan Palcy,Drama,IUhC5ROCccOynv5NTxGz
At Close Range,Cinema '85,James Foley,Crime,IZPhF9OfvRuT4WT5q9Xx
Two Evil Eyes,ADC Films,Dario Argento,Horror,IclKDT1z9i7yD8zgCJtM
American Ninja 3: Blood Hunt,Breton Film Productions,Cedric Sundstrom,Action,IkNGFvccyiI0qI0ez1MZ
Extreme Prejudice,Carolco Entertainment,Walter Hill,Action,IlI2IUzpTh4w1Hr1bUAF
El vengador del futuro,Carolco Pictures,Paul Verhoeven,Action,IqJV6c8LjB6AsiXZ5imZ
Life and Nothing But,Hachette Première,Bertrand Tavernier,Drama,IsmOlcbZWm0qiouRFoFm
Young Einstein,Warner Bros.,Yahoo Serious,Comedy,Iu8iB2t0cCmtoii3apN8
Sing,TriStar Pictures,Richard Baskin,Drama,J20uivQZH3DrSPpYiiOU
Bulletproof,Cinetel Films,Steve Carver,Action,J3wvwAqrUEwJh3OlFsee
Chances Are,TriStar Pictures,Emile Ardolino,Comedy,J6uGYfIRcShym0HjHSsC
Modern Girls,Not specified,Jerry Kramer,Comedy,JAZErYMvUV0r7rhvxSiy
Taffin,United British Artists (UBA),Francis Megahy,Action,JF7wJJCu6ehcCkHrmmVF
Summer,Ministère de la Culture et de la Communication,Éric Rohmer,Drama,JF92XDHJgdc6JHFxokcI
Born in East L.A.,Clear Type,Cheech Marin,Comedy,JGTb96sn0OEIOn32prnf
Poltergeist II: The Other Side,Freddie Fields Productions,Brian Gibson,Horror,JUbJOqbppNRysZzn6xZP
Return to Horror High,Balcor Film Investors,Bill Froehlich,Comedy,JVk9OkBuwtyaNSI0EJEn
Power,Lorimar Productions,Sidney Lumet,Drama,JWNRTEJ3fobTH0kSbtxR
Rocket Gibraltar,Columbia Pictures Corporation,Daniel Petrie,Drama,Jgq1xQcZXrTPNXkCRx6W
The Hairdresser's Husband,Lambart Productions,Patrice Leconte,Comedy,JjOWxKqwgNexgrWliiRl
An American Tail,Universal Pictures,Don Bluth,Animation,JqHIA8EC111Q80732czj
Hero and the Terror,Golan-Globus Productions,William Tannen,Action,K7IgO7sbbGm1OCpSHudi
The Big Town,Albacore Productions Inc.,Ben Bolt,Drama,K7wQAgGwMNacuozNEsxQ
Critters 2,New Line Cinema,Mick Garris,Comedy,K9Mzv8lq978i55chsV7b
From a Whisper to a Scream,Conquest Productions,Jeff Burr,Action,KB97L98WZfSURsda3IV5
The Russia House,Pathé Entertainment,Fred Schepisi,Drama,KDi2ldVZbjBPpGx7oMQP
Dances with Wolves,Tig Productions,Kevin Costner,Adventure,KG99gdYq2EU2u1kp8dhV
The Grifters,Cineplex-Odeon Films,Stephen Frears,Crime,KOkwenZUX3poRQDkNVNy
Last Exit to Brooklyn,Allied Filmmakers,Uli Edel,Drama,KS7Tgt5YPrm63UvWQ7Nh
Street Smart,Golan-Globus Productions,Jerry Schatzberg,Crime,KXhTvjbJNxaUx5ukE21D
Death Wish 4: The Crackdown,Cannon Group,J. Lee Thompson,Action,KXptFbeQlN5cDTAVz8L1
Masters of the Universe,Golan-Globus Productions,Gary Goddard,Action,KfRIrH1N08vVByaJ88UP
Look Who's Talking,TriStar Pictures,Amy Heckerling,Comedy,KpU3iZSsaeHPAntGBy0R
Behind Enemy Lines,Not specified,Gideon Amir,Action,L1UGsqSsvrKJuYafoDWP
Who Framed Roger Rabbit,Touchstone Pictures,Robert Zemeckis,Animation,L3OzAck1PBTyY6YorSqh
Critical Condition,Paramount Pictures,Michael Apted,Comedy,L5qGHHhAj7C2HlEzvNpJ
Quigley Down Under,Pathé Entertainment,Simon Wincer,Action,LA7f1UGL3gnkSYmM9z1b
Erik the Viking,KB Erik the Viking,Terry Jones,Comedy,LExZFrhrdh77wzPSkFym
Stand and Deliver,American Playhouse,Ramón Menéndez,Drama,LFdp9HTQm4q3yBrGHNRv
Prick Up Your Ears,Zenith Entertainment,Stephen Frears,Biography,LPG0VpEraZTF7IEoghcE
A Nightmare on Elm Street 5: The Dream Child,New Line Cinema,Stephen Hopkins,Fantasy,LQZr0jZuCumtgWgBxYLG
Earth Girls Are Easy,De Laurentiis Entertainment Group (DEG),Julien Temple,Comedy,LQpNWk4NOoyINlVXZw2R
September,Rollins-Joffe Productions,Woody Allen,Drama,LS9SdpSbrkyKSRx5gKSR
Down by Law,Black Snake,Jim Jarmusch,Comedy,LZu5uA5e1BoBmFhRPiAv
Jackals,Hunter/MFG Production,Gary Grillo,Action,LeDqgu0jmNlkoUPZIngT
Maurice,Merchant Ivory Productions,James Ivory,Drama,Lk1FrfeOvYf4aguPvok2
Harlem Nights,Eddie Murphy Productions,Eddie Murphy,Comedy,LyqNYG8zUADHtFMGsHOX
Wild at Heart,PolyGram Filmed Entertainment,David Lynch,Comedy,M2ZDgcFRdBitlQmyWkAO
Flowers in the Attic,Fries Entertainment,Jeffrey Bloom,Drama,M6EayLy6ufHGskkiR90m
The Gods Must Be Crazy II,Elrina Investment,Jamie Uys,Comedy,M89TQVwXVPNofM1V6Vml
Desert Bloom,Carson Productions,Eugene Corr,Drama,MBlLtJo2nhspyBL1TzI9
She's Out of Control,Weintraub Entertainment Group,Stan Dragoti,Comedy,MH1hiQMPklCUUJ9wagcO
Gung Ho,Paramount Pictures,Ron Howard,Comedy,MMqU18PHgrh2rMepYLQF
Little Nikita,Columbia Pictures Corporation,Richard Benjamin,Drama,MR5245HoR1tHvqZicfYC
Bill & Ted's Excellent Adventure,De Laurentiis Entertainment Group (DEG),Stephen Herek,Adventure,MX4VVNpbFCZy1hr38rwA
Dream Lover,Metro-Goldwyn-Mayer (MGM),Alan J. Pakula,Crime,MdYm0g6bXJ2bH8TICqRN
"Honey, I Shrunk the Kids",Buena Vista Pictures,Joe Johnston,Adventure,MqCf1OrZmSJ1wMSb7i8L
My Demon Lover,New Line Cinema,Charlie Loventhal,Comedy,MsvWB7FHclAtQMB1cy9I
Rude Awakening,Aaron Russo Productions,David Greenwalt,Comedy,MtePHv6ib25UXrwKNhvJ
"Sister, Sister",New World Entertainment Films,Bill Condon,Drama,MwfANnCVV3MPtBIWTFKl
Jean de Florette,DD Productions,Claude Berri,Drama,MzsnAjtkkcsBnuYJwJlc
A World Apart,Atlantic Entertainment Group,Chris Menges,Drama,N1zTv8ZOnJKqPxN3mLMJ
Halloween 5,Magnum Pictures Inc.,Dominique Othenin-Girard,Horror,N7dkoM9YW03hEzRk9PhF
Malone,Orion Pictures,Harley Cokeliss,Action,N83ulVL6qd12PUztooSE
Little Nemo: Adventures in Slumberland,TMS Entertainment,Masami Hata,Family,NFuyUA2OnXGZIeYZRtAt
In the Shadow of Kilimanjaro,Film Corporation of Kenya,Raju Patel,Action,NHqiMrh0ZcFhIzCtGxr2
Sid and Nancy,Initial Pictures,Alex Cox,Biography,NJgSlNtj0Afq4O92KE4e
Cyborg,Cannon Entertainment,Albert Pyun,Action,NNLRF4PtRCOv8PJ2oIqj
Without a Clue,Incorporated Television Company (ITC),Thom Eberhardt,Comedy,NOBk0Ng2Ypvv5EmXgem0
Tai-Pan,De Laurentiis Entertainment Group (DEG),Daryl Duke,Adventure,NW3PBFFol80erFNsUKq6
"Bert Rigby, You're a Fool",Clear Productions,Carl Reiner,Comedy,NYd6LLhB9ZEUoUUxtjXF
Overboard,Hawn / Sylbert Movie Company,Garry Marshall,Comedy,NZ8P6Wz4w5HdONVyikEc
Women on the Verge of a Nervous Breakdown,Laurenfilm,Pedro Almodóvar,Comedy,NeVVH1xRAGy6vuWjlAQm
Dark Angel,Vision PDG,Craig R. Baxley,Action,NhHHYHRNvKfgtpO3t7PZ
Hellbound: Hellraiser II,Film Futures,Tony Randel,Horror,Nj6mvYMDF2YiNPmhlFzc
Tales from the Darkside: The Movie,Paramount Pictures,John Harrison,Comedy,Nm1pHjAkSzBBotNYBoC5
Shoot to Kill,Touchstone Pictures,Roger Spottiswoode,Action,NrQV4BkmoOxjGQODJLXA
Police Academy 5: Assignment: Miami Beach,Warner Bros.,Alan Myerson,Comedy,NyZFO2hXhEJlVeUn5sFh
Die Hard,Twentieth Century Fox Film Corporation,John McTiernan,Action,O6AaMRHux0Q3q88EpanL
Robot Jox,Empire Pictures,Stuart Gordon,Action,O7Q76iCucsHTZTzqBLQ4
Prison,Empire Pictures,Renny Harlin,Crime,OE31rV15Wixlq4mLUttP
Shanghai Surprise,HandMade Films,Jim Goddard,Adventure,OIZn5eYBRzNf5H4cpAjN
Two Moon Junction,DDM Film Corporation,Zalman King,Drama,OIyQQrmAl3IycBDGwXpY
Crossroads,Columbia Pictures Corporation,Walter Hill,Drama,OJed8Fh9MhSlzFrI2V1O
Prom Night II,Simcom Limited,Bruce Pittman,Horror,OJnNX80WAC96nwcKKjc7
Clean and Sober,Imagine Films Entertainment,Glenn Gordon Caron,Drama,OLF49FTdG4w414eI8xCS
Winter People,Castle Rock Entertainment,Ted Kotcheff,Drama,OLOdvg7pOGuNH1Xktz36
The Tall Guy,London Weekend Television (LWT),Mel Smith,Comedy,ONmNk1Q9mphYWdTq1h74
Colors,Orion Pictures,Dennis Hopper,Action,ORNgCLB53qQNemPb9JGa
9½ Weeks,Producers Sales Organization (PSO),Adrian Lyne,Drama,ORWRK9a7HGbdj6DQfvtH
Cocktail,Touchstone Pictures,Roger Donaldson,Comedy,OUwhFeJ2G6xbd1PmomV4
Marked for Death,Victor & Grais,Dwight H. Little,Action,OWZ3aiVnZCvrsh2BdFXZ
Nuts,Warner Bros.,Martin Ritt,Drama,OXm93ssQsO7Ef8qHQhN1
Taking Care of Business,Hollywood Pictures,Arthur Hiller,Comedy,Oda8ybMRRbR9YJ6AHTLC
The Morning After,American Filmworks,Sidney Lumet,Crime,OkB1BPDwLWAGv0vQbKaC
Warlock,New World Pictures,Steve Miner,Action,Om8mzB1FUGd2nYLADby3
Betty Blue,Gaumont,Jean-Jacques Beineix,Drama,OrizLH9feIONGTLt3tmE
The Monster Squad,Home Box Office (HBO),Fred Dekker,Action,OykZ4uhzSKSdiZJW0Hlo
Every Time We Say Goodbye,Delphi V Productions,Moshé Mizrahi,Drama,P2pb2j46Tibmd6b9q8hw
Invaders from Mars,Cannon Pictures,Tobe Hooper,Horror,P56R0RcA1hhKoXoxzkYm
Beaches,All Girl Productions,Garry Marshall,Comedy,PA4mQIzztidj8yl7I9CL
Hardware,Palace Pictures,Richard Stanley,Sci-Fi,PCZXtRS1ThA3DqnvpoRx
Rent-a-Cop,Kings Road Entertainment,Jerry London,Action,PK7O0pLIEgwEAkCPG250
Light of Day,TAFT Entertainment Pictures,Paul Schrader,Drama,PNssGQWCSPTUsbalzq6N
Second Sight,Lorimar Film Entertainment,Joel Zwick,Comedy,PQ1GutH4rq2LnQUdndEc
Harry and the Hendersons,Amblin Entertainment,William Dear,Comedy,PQbMWuvXb8NwqykO6n35
Casualties of War,Columbia Pictures Corporation,Brian De Palma,Crime,PXTD6CWsnMIoQT0K8DiH
Wildcats,Hawn / Sylbert Movie Company,Michael Ritchie,Comedy,PdqKIG7riMyCtzvIS8yx
Tango & Cash,Warner Bros.,Andrey Konchalovskiy,Action,PksxJi8sqz65GRXB9PbE
Blue Velvet,De Laurentiis Entertainment Group (DEG),David Lynch,Drama,PmYFluMdXHTMCBoQzJrR
Torrents of Spring,Erre Produzioni,Jerzy Skolimowski,Drama,PpxbhjrvbvdLvQPHse3r
Blaze,Touchstone Pictures,Ron Shelton,Biography,PwKx2lwHVxkuUzro8EWK
Star Trek IV: The Voyage Home,Paramount Pictures,Leonard Nimoy,Adventure,PwYgnIfqSSXozOJ03FT7
Defense of the Realm,"Rank Organisation, The",David Drury,Thriller,Q1QFWHfn8AWUKPWU1GOb
Innerspace,Warner Bros.,Joe Dante,Action,Q3IA2vAtyp5uBMpn6muX
The Golden Child,Paramount Pictures,Michael Ritchie,Action,Q3YpM7lQBwz5Q9eidx06
Hellraiser,Cinemarque Entertainment BV,Clive Barker,Horror,QEKvmaD7BREU5RCfa2K1
From Beyond,Empire Pictures,Stuart Gordon,Horror,QKrxaTNwMKIsMlyOcUPh
Night of the Creeps,TriStar Pictures,Fred Dekker,Comedy,QKxWVa8tJX8fyqV42Wqk
"Good Morning, Vietnam",Touchstone Pictures,Barry Levinson,Biography,QUjPSIczQankkAM3tegF
Gleaming the Cube,David Foster Productions,Graeme Clifford,Action,QXx4ylfEBC5m3nkMlzJr
The Whoopee Boys,Paramount Pictures,John Byrum,Comedy,QccoZpTtItVE9ysOshGd
Alice,Orion Pictures,Woody Allen,Comedy,QdE740LyEEGA145ZR0k3
Spellbinder,Metro-Goldwyn-Mayer (MGM),Janet Greek,Drama,QdTtjpnHfSqqlCADJjZR
Blue City,Paramount Pictures,Michelle Manning,Action,QiytR1Iim5hyoSpGA7mM
Pet Sematary,Paramount Pictures,Mary Lambert,Horror,QpuxhloSbw8KaL3NAePn
The Boy in Blue,Canadian Broadcasting Corporation (CBC),Charles Jarrott,Biography,R1cSJ0j2pzRoLZnWwgOT
Adventures in Babysitting,Touchstone Pictures,Chris Columbus,Action,R6GdsVUyfL0Gt9FRGCuE
Feds,Warner Bros.,Daniel Goldberg,Comedy,R91wNWqs8TNOvZmwpqMW
Life Is Sweet,British Screen Productions,Mike Leigh,Comedy,R9lJReVmdmTt1pRQSauJ
Rambo III,Carolco Pictures,Peter MacDonald,Action,RCAQDhxHO39Vtu12jWtY
The Belly of an Architect,Callender Company,Peter Greenaway,Drama,RDLD7nrcxz7wo9yxhjmR
Action Jackson,Lorimar Film Entertainment,Craig R. Baxley,Action,RDoMCR8SWkpYVq5xUb3m
Killer Klowns from Outer Space,Sarlui / Diamant,Stephen Chiodo,Comedy,RPbLDMtTQu8NnF4OW2Li
About Last Night...,TriStar Pictures,Edward Zwick,Comedy,RQBSy6EjMCroU1iUhNMa
Renegades,Morgan Creek Productions,Jack Sholder,Action,RdlfxQUL7fVOPTswmGv6
The Principal,TriStar Pictures,Christopher Cain,Action,RgfgEPFmbZsDLFfLxzI0
Made in Heaven,Lorimar Motion Pictures,Alan Rudolph,Comedy,RhG4URuvoyNg2U97hDMC
Ghostbusters II,Columbia Pictures Corporation,Ivan Reitman,Action,RjprzaDvz32scpPzWdOS
Young Guns II,Morgan Creek Productions,Geoff Murphy,Action,Rl2j9rKyjISvTRE1h0pV
Bloodfist,New Horizons Picture,Terence H. Winkless,Action,RqESM8hzrswae64pKTEJ
Hot Pursuit,RKO Pictures,Steven Lisberger,Comedy,Rssrsvo0tcE8YjFuyflf
Dragnet,Applied Action,Tom Mankiewicz,Comedy,S2wQeuVVoYbvp3FFrNf8
Star Trek V: The Final Frontier,Paramount Pictures,William Shatner,Action,S5NVW8RoytXis92XuJPX
Making Mr. Right,Barry & Enright Productions,Susan Seidelman,Comedy,S7nyaBpWEEF0Bkb8NVj4
I'm Gonna Git You Sucka,Front Films,Keenen Ivory Wayans,Action,SCuFJgKB3XjetfaftwWj
Apartment Zero,Producers Representative Organization,Martin Donovan,Drama,SD6HP98vWDcPcNo1UGr4
Brenda Starr,AM/PM Entertainment,Robert Ellis Miller,Adventure,SDHUaBY4OARU7J1givFj
The Stepfather,Incorporated Television Company (ITC),Joseph Ruben,Horror,SMLkaVMqVlWaJC87jlMJ
The Adventures of Milo and Otis,Fuji Television Network,Masanori Hata,Adventure,SMUnnRgMDn2MkyvPrVqx
DeepStar Six,Carolco Entertainment,Sean S. Cunningham,Action,SmQ1hz7KnhopXXsQGTKz
When Harry Met Sally...,Castle Rock Entertainment,Rob Reiner,Comedy,SmjexLrp5YyJCIqaiSip
Wisdom,Gladden Entertainment,Emilio Estevez,Crime,SmsIxOHcqHdA79o56syM
Story of Women,MK2 Productions,Claude Chabrol,Drama,Sn2UsB6mmsyVwUMqIDrY
The Fabulous Baker Boys,Gladden Entertainment,Steve Kloves,Drama,SpgeiFKGe6vURb6qk0xP
A Night in the Life of Jimmy Reardon,Island Pictures,William Richert,Comedy,SsZLRcbAFzw4DnUnnSg3
How I Got Into College,Twentieth Century Fox Film Corporation,Savage Steve Holland,Comedy,SxHroYIsQUGQK5iXjP2E
Withnail & I,Cineplex-Odeon Films,Bruce Robinson,Comedy,TBsu14ht2RKHMYYvU606
Au Revoir les Enfants,Nouvelles Éditions de Films (NEF),Louis Malle,Drama,TCNSen7umeqg9eTErwrL
American Anthem,Lorimar Productions,Albert Magnoli,Drama,TCQSRkRE7KuSvjhNCESQ
976-EVIL,Cinetel Films,Robert Englund,Comedy,TEInaPgSsAFtMctUIOcS
Halloween 4: The Return of Michael Myers,Trancas International Films,Dwight H. Little,Horror,TOmhvZtVf51jHSEmC8r3
Running on Empty,Double Play,Sidney Lumet,Crime,TRkkGztffWWEhFGG09pw
Sunset,Cecchi Gori Group Tiger Cinematografica,Blake Edwards,Crime,TWmCZ8A9HZpR7Vby1tIE
Pretty in Pink,Paramount Pictures,Howard Deutch,Comedy,TYYUhDQsCqqj2DVI8sju
Revenge,New World Pictures,Tony Scott,Action,Tj30Xzq0PDaMjI4AMdJu
Postcards from the Edge,Columbia Pictures Corporation,Mike Nichols,Comedy,ToSGMkoCgGuYpvjeqcRx
The Bedroom Window,De Laurentiis Entertainment Group (DEG),Curtis Hanson,Crime,TwP1UwscnNkwEjzKqI3k
Suspect,TriStar Pictures,Peter Yates,Crime,U3xP25dSoXAALUTf5RYv
Bullies,Simcom Limited,Paul Lynch,Action,U6mCIkvkkwVkOGuJmtwb
Something Wild,Religioso Primitiva,Jonathan Demme,Comedy,U8KGtaPivyfzGywe1RhK
La Femme Nikita,Gaumont,Luc Besson,Action,UAIA6Ptrmti0jE08fpX7
Broadcast News,Amercent Films,James L. Brooks,Comedy,UBMlRHmeOqIv7geL14e6
Parents,Great American Films Limited Partnership,Bob Balaban,Comedy,UDBubUeLSxfmen7IoLfC
Valmont relaciones peligrosas,Renn Productions,Milos Forman,Drama,UGHvIrDHSdfvRRiZUsgu
The Secret of My Succe$s,Rastar Pictures,Herbert Ross,Comedy,UPXCc413k2mciIAo40MR
Back to the Future Part III,Universal Pictures,Robert Zemeckis,Adventure,UQed4I9Io7NcYqbVQFwk
Detective School Dropouts,Cannon Films,Filippo Ottoni,Comedy,USJiB8C3vqodewA7etLn
Jaws: The Revenge,Universal Pictures,Joseph Sargent,Adventure,UTiM01813uGTSXIkxSel
Music Box,Carolco Pictures,Costa-Gavras,Crime,UXxkgiwMpykd0e6MUm3X
Mr. North,Heritage Entertainment Inc.,Danny Huston,Comedy,UeXPwr4pYDHa7hNrJOjP
The Delta Force,Golan-Globus Productions,Menahem Golan,Action,UjHQOHWP4iPyVKRcJMEv
Friday the 13th Part VII: The New Blood,Paramount Pictures,John Carl Buechler,Horror,UqMiY1fLVOBAttonajBV
Hoosiers,De Haven Productions,David Anspaugh,Drama,UvmHolfbR3EEjGjsKVVi
"No Retreat, No Surrender",Seasonal Film Corporation,Corey Yuen,Action,Uw6gRMY3E0gueVEpV4ob
Above the Law,Warner Bros.,Andrew Davis,Action,UxzAGodaifxXlih53ES2
